股票代码,股票简称,最新价,最新涨跌幅,个股热度[20240606],个股热度排名[20240606],market_code,code
002919.SZ,名臣健康,12.49,-5.450,17766.0,2442,33,002919
600529.SH,山东药玻,25.82,-0.807,17764.5,2443,17,600529
001378.SZ,德冠新材,24.29,-4.520,17763.0,2444,33,001378
002542.SZ,中化岩土,1.86,-4.124,17754.5,2445,33,002542
688303.SH,大全能源,25.57,-4.232,17751.5,2446,17,688303
300209.SZ,*ST有树,2.10,-9.483,17748.5,2447,33,300209
000590.SZ,启迪药业,5.42,-5.903,17748.0,2448,33,000590
002210.SZ,飞马国际,1.36,-3.546,17731.5,2449,33,002210
600882.SH,妙可蓝多,13.37,-4.908,17727.5,2450,17,600882
300770.SZ,新媒股份,35.88,-3.027,17718.5,2451,33,300770
301085.SZ,亚康股份,40.69,-4.281,17705.0,2452,33,301085
603602.SH,纵横通信,11.25,-5.063,17703.5,2453,17,603602
002883.SZ,中设股份,8.30,-5.789,17700.5,2454,33,002883
300730.SZ,科创信息,7.64,-7.169,17695.0,2455,33,300730
002522.SZ,浙江众成,3.32,-5.682,17691.0,2456,33,002522
300443.SZ,金雷股份,17.05,-3.290,17690.0,2457,33,300443
002885.SZ,京泉华,10.72,-4.456,17683.5,2458,33,002885
002135.SZ,东南网架,4.14,-4.608,17671.0,2459,33,002135
603118.SH,共进股份,6.46,-3.726,17667.0,2460,17,603118
600595.SH,中孚实业,2.83,-0.702,17661.5,2461,17,600595
003007.SZ,直真科技,24.80,-4.652,17659.5,2462,33,003007
301016.SZ,雷尔伟,16.26,-6.552,17656.0,2463,33,301016
600368.SH,五洲交通,4.72,-0.840,17647.5,2464,17,600368
300412.SZ,迦南科技,2.80,-7.285,17647.0,2465,33,300412
000892.SZ,欢瑞世纪,2.54,-7.299,17628.5,2466,33,000892
688002.SH,睿创微纳,29.69,-2.207,17618.5,2467,17,688002
001213.SZ,中铁特货,4.07,-1.214,17612.5,2468,33,001213
000062.SZ,深圳华强,8.79,-4.248,17612.0,2469,33,000062
300676.SZ,华大基因,37.89,-1.916,17605.5,2470,33,300676
300348.SZ,长亮科技,6.53,-3.829,17604.0,2471,33,300348
600981.SH,汇鸿集团,1.80,-5.759,17598.0,2472,17,600981
600560.SH,金自天正,13.13,-3.385,17597.5,2473,17,600560
600459.SH,贵研铂业,14.69,-0.944,17583.0,2474,17,600459
002966.SZ,苏州银行,7.28,-0.410,17580.5,2475,33,002966
600255.SH,鑫科材料,1.67,-4.571,17575.0,2476,17,600255
000887.SZ,中鼎股份,12.73,-1.318,17572.5,2477,33,000887
600909.SH,华安证券,4.49,-1.535,17570.0,2478,17,600909
002498.SZ,汉缆股份,3.60,-2.439,17555.0,2479,33,002498
300720.SZ,海川智能,14.30,-9.608,17532.0,2480,33,300720
688235.SH,百济神州,124.39,-2.470,17531.5,2481,17,688235
603130.SH,云中马,18.08,0.389,17526.5,2482,17,603130
002419.SZ,天虹股份,4.45,-2.626,17519.5,2483,33,002419
300375.SZ,鹏翎股份,3.72,-6.061,17508.5,2484,33,300375
600114.SH,东睦股份,13.89,-0.430,17507.0,2485,17,600114
000428.SZ,华天酒店,2.69,-5.614,17503.5,2486,33,000428
300861.SZ,美畅股份,21.42,-3.514,17491.0,2487,33,300861
002328.SZ,新朋股份,4.74,-3.068,17490.5,2488,33,002328
603963.SH,*ST大药,2.94,-4.854,17488.5,2489,22,603963
688779.SH,长远锂科,4.84,-3.968,17482.0,2490,17,688779
300238.SZ,冠昊生物,9.05,-4.637,17467.5,2491,33,300238
000953.SZ,河化股份,2.30,-10.156,17466.0,2492,33,000953
002975.SZ,博杰股份,28.50,-5.063,17462.5,2493,33,002975
000778.SZ,新兴铸管,3.54,-1.117,17443.0,2494,33,000778
002795.SZ,永和智控,3.65,-5.928,17427.5,2495,33,002795
300729.SZ,乐歌股份,15.20,-2.689,17415.5,2496,33,300729
000735.SZ,罗牛山,4.57,-3.383,17409.0,2497,33,000735
600123.SH,兰花科创,9.73,1.460,17394.0,2498,17,600123
002363.SZ,隆基机械,5.75,-4.959,17391.5,2499,33,002363
300161.SZ,华中数控,23.38,-3.548,17380.0,2500,33,300161
000822.SZ,山东海化,6.07,-2.097,17373.5,2501,33,000822
600370.SH,三房巷,1.46,-7.595,17365.0,2502,17,600370
300926.SZ,博俊科技,18.81,-2.791,17351.5,2503,33,300926
002677.SZ,浙江美大,8.73,-1.910,17321.5,2505,33,002677
601369.SH,陕鼓动力,8.28,0.121,17321.5,2504,17,601369
000951.SZ,中国重汽,15.19,-0.459,17318.5,2506,33,000951
605337.SH,李子园,10.54,-3.656,17316.5,2507,17,605337
000890.SZ,法尔胜,2.46,-6.818,17316.0,2508,33,000890
601156.SH,东航物流,20.10,1.772,17297.0,2509,17,601156
605081.SH,太和水,9.95,-10.036,17294.5,2510,17,605081
301559.SZ,中集环科,14.90,-3.310,17291.5,2511,33,301559
600222.SH,太龙药业,4.23,-5.157,17279.0,2512,17,600222
603199.SH,九华旅游,32.81,-2.699,17278.5,2513,17,603199
301071.SZ,力量钻石,28.71,-3.268,17277.5,2514,33,301071
688110.SH,东芯股份,19.89,-3.540,17270.0,2515,17,688110
000563.SZ,陕国投A,2.86,-1.718,17265.0,2516,33,000563
000541.SZ,佛山照明,5.02,-3.462,17256.0,2517,33,000541
300221.SZ,银禧科技,5.05,-3.810,17250.0,2518,33,300221
600236.SH,桂冠电力,7.14,-0.418,17246.0,2519,17,600236
688039.SH,当虹科技,22.20,-8.604,17244.0,2520,17,688039
603810.SH,丰山集团,8.41,-5.928,17232.0,2521,17,603810
301046.SZ,能辉科技,19.60,-5.039,17231.5,2522,33,301046
603955.SH,大千生态,8.70,-10.031,17231.0,2523,17,603955
300358.SZ,楚天科技,7.71,-4.579,17218.5,2524,33,300358
001219.SZ,青岛食品,15.57,-2.566,17213.0,2525,33,001219
000584.SZ,*ST工智,1.02,-4.673,17200.0,2526,33,000584
002101.SZ,广东鸿图,10.93,-3.531,17181.0,2527,33,002101
600461.SH,洪城环境,11.49,0.967,17174.5,2528,17,600461
300990.SZ,同飞股份,29.41,-3.700,17170.5,2529,33,300990
002521.SZ,齐峰新材,12.03,-6.889,17155.5,2530,33,002521
300518.SZ,新迅达,7.58,-8.232,17149.0,2531,33,300518
600226.SH,亨通股份,2.10,-3.226,17145.0,2532,17,600226
600125.SH,铁龙物流,6.20,-0.959,17143.5,2533,17,600125
600358.SH,国旅联合,2.43,-8.647,17139.5,2534,17,600358
836221.BJ,易实精密,12.07,3.251,17134.5,2535,151,836221
002171.SZ,楚江新材,7.13,-2.195,17120.0,2536,33,002171
000785.SZ,居然之家,2.69,-3.237,17118.5,2537,33,000785
000813.SZ,德展健康,2.23,-5.106,17112.5,2538,33,000813
600197.SH,伊力特,19.60,-1.902,17096.0,2539,17,600197
300286.SZ,安科瑞,23.73,-3.103,17090.5,2540,33,300286
002888.SZ,惠威科技,10.94,-5.035,17083.0,2541,33,002888
603016.SH,新宏泰,15.85,-5.260,17082.0,2542,17,603016
600925.SH,苏能股份,5.40,-0.735,17078.0,2543,17,600925
600523.SH,贵航股份,10.17,-4.953,17065.5,2544,17,600523
301381.SZ,赛维时代,24.62,-4.016,17061.5,2545,33,301381
601678.SH,滨化股份,3.58,-3.243,17049.5,2546,17,601678
002370.SZ,亚太药业,2.57,-6.884,17044.5,2547,33,002370
870357.BJ,雅葆轩,14.23,3.491,17041.0,2548,151,870357
601700.SH,风范股份,4.54,-4.622,17039.0,2549,17,601700
601333.SH,广深铁路,3.30,-0.901,17032.0,2550,17,601333
002757.SZ,南兴股份,11.96,-3.548,17029.0,2551,33,002757
000596.SZ,古井贡酒,247.56,-1.547,17027.5,2552,33,000596
002636.SZ,金安国纪,6.17,-4.044,17027.0,2553,33,002636
002842.SZ,翔鹭钨业,5.15,-6.193,17023.0,2554,33,002842
002839.SZ,张家港行,4.02,0.000,17014.0,2555,33,002839
001373.SZ,翔腾新材,24.51,-5.912,17010.5,2556,33,001373
002059.SZ,云南旅游,4.71,-4.073,17001.5,2557,33,002059
301515.SZ,港通医疗,18.17,-5.708,16989.0,2558,33,301515
000529.SZ,广弘控股,6.69,-4.292,16982.0,2559,33,000529
605388.SH,均瑶健康,5.68,-5.804,16977.0,2560,17,605388
300533.SZ,冰川网络,14.62,-4.756,16975.5,2561,33,300533
600755.SH,厦门国贸,7.98,1.398,16965.0,2562,17,600755
300032.SZ,金龙机电,3.04,-5.590,16952.0,2563,33,300032
002727.SZ,一心堂,18.25,-2.615,16940.0,2564,33,002727
600391.SH,航发科技,15.64,-4.518,16924.5,2565,17,600391
000623.SZ,吉林敖东,13.99,-1.962,16922.5,2566,33,000623
000599.SZ,青岛双星,3.66,-4.688,16918.0,2567,33,000599
600379.SH,宝光股份,8.07,-6.920,16916.5,2568,17,600379
000020.SZ,深华发A,9.74,-7.061,16890.5,2569,33,000020
600759.SH,ST洲际,2.46,-5.019,16882.0,2570,22,600759
002523.SZ,天桥起重,2.45,-4.297,16879.0,2571,33,002523
300451.SZ,创业慧康,3.69,-3.906,16878.0,2572,33,300451
300241.SZ,瑞丰光电,3.61,-6.718,16854.5,2573,33,300241
000050.SZ,深天马A,7.19,-1.642,16843.5,2574,33,000050
603982.SH,泉峰汽车,7.99,-6.000,16838.0,2575,17,603982
603958.SH,哈森股份,8.08,-6.698,16831.5,2576,17,603958
300479.SZ,神思电子,13.15,-5.259,16824.0,2577,33,300479
301185.SZ,鸥玛软件,13.73,-6.216,16821.0,2578,33,301185
002225.SZ,濮耐股份,4.02,-3.365,16810.0,2579,33,002225
300303.SZ,聚飞光电,4.65,-2.720,16807.0,2580,33,300303
605088.SH,冠盛股份,22.07,-2.818,16802.0,2581,17,605088
600510.SH,黑牡丹,4.02,-4.739,16795.5,2582,17,600510
300049.SZ,福瑞股份,53.86,-0.259,16778.5,2583,33,300049
000505.SZ,京粮控股,5.60,-5.085,16778.0,2584,33,000505
600208.SH,新湖中宝,2.01,-1.471,16774.0,2585,17,600208
603777.SH,来伊份,9.60,-5.419,16770.0,2586,17,603777
600493.SH,凤竹纺织,4.23,-6.416,16755.5,2587,17,600493
000950.SZ,重药控股,5.35,-3.080,16753.5,2589,33,000950
603666.SH,亿嘉和,17.42,-5.172,16753.5,2588,17,603666
002693.SZ,双成药业,4.45,-5.720,16749.5,2590,33,002693
002495.SZ,佳隆股份,1.43,-8.333,16735.0,2591,33,002495
300888.SZ,稳健医疗,28.61,-1.987,16727.5,2592,33,300888
603167.SH,渤海轮渡,8.37,0.120,16720.5,2593,17,603167
002577.SZ,雷柏科技,11.67,-5.506,16708.0,2594,33,002577
002766.SZ,索菱股份,3.72,-6.767,16665.0,2595,33,002766
000028.SZ,国药一致,37.83,1.150,16663.5,2596,33,000028
300589.SZ,江龙船艇,11.44,-3.866,16641.0,2597,33,300589
002300.SZ,太阳电缆,5.32,-3.971,16630.0,2598,33,002300
688082.SH,盛美上海,78.90,-1.004,16620.5,2599,17,688082
002266.SZ,浙富控股,3.04,-2.251,16618.0,2600,33,002266
600515.SH,海南机场,3.34,-0.595,16610.0,2601,17,600515
002081.SZ,金螳螂,3.13,-1.881,16604.0,2602,33,002081
001216.SZ,华瓷股份,12.09,-3.280,16603.5,2603,33,001216
600439.SH,瑞贝卡,2.12,-3.636,16585.0,2604,17,600439
601956.SH,东贝集团,4.68,-3.704,16577.0,2605,17,601956
300529.SZ,健帆生物,27.57,-0.649,16521.0,2606,33,300529
002180.SZ,纳思达,26.96,-2.390,16490.5,2607,33,002180
600973.SH,宝胜股份,3.75,-3.846,16484.5,2608,17,600973
300112.SZ,万讯自控,6.57,-7.595,16470.0,2609,33,300112
600177.SH,雅戈尔,7.91,0.508,16432.5,2610,17,600177
601599.SH,浙文影业,2.96,-2.951,16398.0,2611,17,601599
002006.SZ,精工科技,12.68,-3.132,16397.0,2612,33,002006
600792.SH,云煤能源,3.32,-2.353,16394.5,2613,17,600792
002141.SZ,*ST贤丰,0.92,-5.155,16380.5,2614,33,002141
600420.SH,国药现代,11.33,0.000,16379.5,2615,17,600420
601169.SH,北京银行,5.70,0.352,16371.5,2616,17,601169
603899.SH,晨光股份,35.66,-0.834,16369.5,2617,17,603899
002917.SZ,金奥博,9.68,-2.419,16365.0,2618,33,002917
603825.SH,华扬联众,7.38,-5.141,16362.5,2619,17,603825
300933.SZ,中辰股份,5.35,-5.644,16355.0,2620,33,300933
000672.SZ,上峰水泥,6.62,-1.194,16353.0,2621,33,000672
000877.SZ,天山股份,5.58,-2.618,16351.5,2622,33,000877
603062.SH,麦加芯彩,35.76,-4.077,16345.5,2623,17,603062
601068.SH,中铝国际,4.24,-2.304,16342.0,2624,17,601068
002866.SZ,传艺科技,12.92,-4.225,16336.5,2625,33,002866
000498.SZ,山东路桥,5.35,-2.904,16327.0,2626,33,000498
603708.SH,家家悦,8.78,-2.009,16322.0,2627,17,603708
301135.SZ,瑞德智能,17.63,-5.973,16320.5,2628,33,301135
000545.SZ,金浦钛业,1.78,-5.820,16313.5,2629,33,000545
300698.SZ,万马科技,32.95,-6.895,16298.0,2630,33,300698
600569.SH,安阳钢铁,1.56,-4.295,16289.0,2631,17,600569
300147.SZ,香雪制药,3.20,-5.045,16281.5,2632,33,300147
300606.SZ,金太阳,14.52,-6.262,16263.5,2633,33,300606
688272.SH,*ST富吉,17.53,-2.611,16249.5,2634,22,688272
300171.SZ,东富龙,13.49,-2.529,16239.5,2635,33,300171
300582.SZ,英飞特,8.18,-5.434,16221.5,2636,33,300582
603051.SH,鹿山新材,22.23,-5.565,16220.5,2637,17,603051
002992.SZ,宝明科技,53.86,-4.571,16208.5,2638,33,002992
603338.SH,浙江鼎力,62.02,0.259,16204.0,2639,17,603338
601869.SH,长飞光纤,24.20,-2.967,16200.5,2640,17,601869
300214.SZ,日科化学,4.91,-4.475,16196.5,2641,33,300214
603336.SH,宏辉果蔬,3.12,-5.455,16194.5,2642,17,603336
600985.SH,淮北矿业,18.70,-0.848,16178.0,2643,17,600985
002110.SZ,三钢闽光,3.22,-4.167,16176.5,2644,33,002110
301439.SZ,泓淋电力,12.22,-3.552,16172.0,2645,33,301439
603518.SH,锦泓集团,8.96,-4.782,16169.5,2646,17,603518
002154.SZ,报喜鸟,5.79,-0.344,16167.0,2647,33,002154
603183.SH,建研院,3.12,-5.167,16166.0,2648,17,603183
600098.SH,广州发展,6.74,0.298,16151.5,2650,17,600098
603088.SH,宁波精达,7.24,-4.359,16151.5,2649,17,603088
300071.SZ,福石控股,1.99,-7.442,16127.0,2651,33,300071
301047.SZ,义翘神州,64.20,-5.212,16119.0,2652,33,301047
301209.SZ,联合化学,21.47,-5.042,16108.0,2653,33,301209
002434.SZ,万里扬,5.35,-4.293,16104.5,2654,33,002434
001299.SZ,美能能源,11.53,-2.454,16093.5,2655,33,001299
603318.SH,水发燃气,5.78,-3.506,16079.5,2656,17,603318
301239.SZ,普瑞眼科,40.54,-4.903,16074.0,2657,33,301239
000985.SZ,大庆华科,12.42,-4.901,16071.0,2658,33,000985
300958.SZ,建工修复,10.55,-4.525,16067.5,2659,33,300958
600722.SH,金牛化工,3.80,-4.282,16064.5,2660,17,600722
603128.SH,华贸物流,6.36,-0.935,16056.0,2661,17,603128
688680.SH,海优新材,31.07,-8.240,16050.0,2662,17,688680
600770.SH,综艺股份,2.46,-6.107,16045.0,2663,17,600770
603399.SH,吉翔股份,6.48,-4.566,16041.0,2664,17,603399
300245.SZ,天玑科技,4.70,-7.298,16038.5,2665,33,300245
002539.SZ,云图控股,8.12,-0.490,16037.5,2666,33,002539
002563.SZ,森马服饰,6.42,1.262,16033.5,2667,33,002563
300108.SZ,*ST吉药,1.51,-10.119,16020.5,2668,33,300108
003022.SZ,联泓新科,15.56,-1.953,16009.5,2669,33,003022
000910.SZ,大亚圣象,6.63,-7.531,16000.0,2670,33,000910
300138.SZ,晨光生物,8.37,-3.237,15999.5,2671,33,300138
002772.SZ,众兴菌业,5.98,-4.013,15992.0,2672,33,002772
002662.SZ,京威股份,2.91,-3.960,15991.0,2673,33,002662
603568.SH,伟明环保,21.40,-1.063,15990.5,2674,17,603568
002691.SZ,冀凯股份,4.16,-9.957,15981.5,2675,33,002691
000581.SZ,威孚高科,17.67,-1.340,15973.5,2676,33,000581
603211.SH,晋拓股份,13.58,-4.366,15955.5,2677,17,603211
300111.SZ,向日葵,1.98,-6.161,15954.0,2678,33,300111
600108.SH,亚盛集团,2.42,-3.200,15944.5,2679,17,600108
000908.SZ,*ST景峰,1.46,-5.195,15936.5,2680,33,000908
600736.SH,苏州高新,4.32,-2.703,15933.0,2681,17,600736
002546.SZ,新联电子,3.20,-4.762,15926.0,2682,33,002546
603991.SH,至正股份,28.58,-8.952,15922.5,2683,17,603991
603520.SH,司太立,9.90,-5.263,15920.5,2684,17,603520
603887.SH,城地香江,4.20,-6.040,15918.5,2685,17,603887
601226.SH,华电重工,5.18,-3.896,15914.0,2686,17,601226
601018.SH,宁波港,3.43,-1.437,15909.0,2687,17,601018
002733.SZ,雄韬股份,10.76,-4.185,15908.5,2688,33,002733
002367.SZ,康力电梯,6.08,-2.720,15905.0,2689,33,002367
601811.SH,新华文轩,14.10,0.213,15896.0,2690,17,601811
600619.SH,海立股份,5.16,-3.731,15873.0,2691,17,600619
000663.SZ,永安林业,4.41,-7.547,15868.0,2692,33,000663
600527.SH,江南高纤,1.50,-3.846,15867.5,2693,17,600527
600967.SH,内蒙一机,7.63,-2.554,15863.5,2694,17,600967
301118.SZ,恒光股份,14.60,-6.230,15859.5,2695,33,301118
002759.SZ,天际股份,8.22,-4.530,15854.5,2696,33,002759
600697.SH,欧亚集团,10.01,-4.027,15852.5,2697,17,600697
603693.SH,江苏新能,12.23,-1.291,15846.0,2698,17,603693
603138.SH,海量数据,10.35,-6.165,15841.0,2699,17,603138
600819.SH,耀皮玻璃,4.26,-5.752,15837.5,2700,17,600819
600502.SH,安徽建工,4.76,-1.653,15834.0,2702,17,600502
603324.SH,盛剑环境,24.04,-0.661,15834.0,2701,17,603324
600250.SH,南京商旅,,,15819.5,2703,17,600250
600743.SH,华远地产,1.19,-5.556,15815.0,2704,17,600743
002799.SZ,环球印务,5.90,-6.940,15791.5,2705,33,002799
600328.SH,中盐化工,7.27,-0.683,15785.5,2706,17,600328
605118.SH,力鼎光电,15.41,-4.286,15778.5,2707,17,605118
601865.SH,福莱特,24.20,-0.982,15769.5,2708,17,601865
002530.SZ,金财互联,6.60,-4.348,15730.0,2709,33,002530
600305.SH,恒顺醋业,7.62,-2.308,15729.0,2710,17,600305
000718.SZ,苏宁环球,1.86,-2.618,15728.5,2711,33,000718
300248.SZ,新开普,6.07,-6.327,15724.5,2712,33,300248
601007.SH,金陵饭店,6.18,-3.588,15705.5,2713,17,601007
300407.SZ,凯发电气,6.97,-4.127,15697.5,2714,33,300407
600508.SH,上海能源,14.66,1.173,15693.5,2715,17,600508
000786.SZ,北新建材,32.42,-0.644,15680.5,2716,33,000786
002697.SZ,红旗连锁,4.88,-1.613,15666.5,2717,33,002697
301167.SZ,建研设计,11.23,-7.113,15653.0,2718,33,301167
300013.SZ,*ST新宁,1.46,-3.311,15650.0,2719,33,300013
001317.SZ,三羊马,23.81,-5.102,15643.5,2720,33,001317
688499.SH,利元亨,21.60,-7.495,15620.0,2721,17,688499
600970.SH,中材国际,12.44,0.242,15574.0,2722,17,600970
603686.SH,福龙马,7.93,-2.819,15565.5,2724,17,603686
603916.SH,苏博特,7.30,-6.410,15565.5,2723,17,603916
600698.SH,湖南天雁,3.36,-5.618,15564.5,2725,17,600698
600496.SH,精工钢构,2.62,-2.239,15563.5,2726,17,600496
300534.SZ,陇神戎发,7.03,-3.567,15555.5,2727,33,300534
002810.SZ,山东赫达,13.18,-3.017,15551.0,2728,33,002810
601077.SH,渝农商行,5.01,0.000,15533.5,2729,17,601077
600590.SH,泰豪科技,3.87,-8.511,15530.0,2730,17,600590
603289.SH,泰瑞机器,7.83,-5.776,15511.5,2731,17,603289
000739.SZ,普洛药业,14.53,-1.291,15498.5,2732,33,000739
300340.SZ,科恒股份,6.63,-6.488,15478.0,2733,33,300340
002491.SZ,通鼎互联,3.46,-5.722,15470.5,2734,33,002491
002011.SZ,盾安环境,11.04,-1.341,15470.0,2735,33,002011
000711.SZ,*ST京蓝,1.82,-4.712,15459.5,2736,33,000711
002429.SZ,兆驰股份,5.06,-0.979,15443.5,2737,33,002429
603209.SH,兴通股份,15.15,-1.942,15438.0,2738,17,603209
603519.SH,立霸股份,12.80,0.471,15437.5,2739,17,603519
002679.SZ,福建金森,7.03,-7.011,15434.5,2740,33,002679
600000.SH,浦发银行,8.25,-0.483,15431.5,2741,17,600000
871753.BJ,天纺标,26.22,-6.922,15423.5,2742,151,871753
002850.SZ,科达利,96.99,-1.533,15421.0,2743,33,002850
600452.SH,涪陵电力,14.45,-0.687,15419.5,2744,17,600452
300278.SZ,华昌达,2.93,-4.248,15419.0,2745,33,300278
000978.SZ,桂林旅游,5.92,-3.268,15395.0,2746,33,000978
002953.SZ,日丰股份,10.23,-3.853,15383.5,2747,33,002953
601116.SH,三江购物,8.10,-3.571,15376.5,2748,17,601116
002169.SZ,智光电气,4.52,-5.439,15374.0,2749,33,002169
300891.SZ,惠云钛业,8.07,-4.271,15372.0,2750,33,300891
300151.SZ,昌红科技,16.49,-4.517,15365.5,2751,33,300151
600238.SH,海南椰岛,6.76,-4.923,15354.5,2752,17,600238
002841.SZ,视源股份,31.89,-2.148,15350.5,2754,33,002841
600982.SH,宁波能源,3.63,-1.626,15350.5,2753,17,600982
600734.SH,ST实达,3.17,-3.939,15338.0,2755,22,600734
000509.SZ,华塑控股,2.58,-9.790,15336.0,2756,33,000509
600808.SH,马钢股份,2.13,-1.389,15332.5,2757,17,600808
002554.SZ,惠博普,2.18,-4.804,15330.0,2758,33,002554
003013.SZ,地铁设计,15.02,-3.780,15327.5,2759,33,003013
301061.SZ,匠心家居,45.46,0.865,15319.5,2760,33,301061
600657.SH,信达地产,3.26,-2.395,15313.0,2761,17,600657
002608.SZ,江苏国信,8.12,-0.123,15309.5,2762,33,002608
002905.SZ,金逸影视,6.19,-4.916,15299.5,2763,33,002905
603803.SH,瑞斯康达,5.71,-7.754,15294.0,2764,17,603803
000927.SZ,中国铁物,2.48,-1.195,15282.5,2765,33,000927
300821.SZ,东岳硅材,7.23,-4.111,15281.5,2766,33,300821
002336.SZ,*ST人乐,2.85,-5.000,15277.0,2767,33,002336
300482.SZ,万孚生物,27.80,-1.243,15259.5,2768,33,300482
000627.SZ,天茂集团,1.95,-4.412,15253.5,2769,33,000627
000533.SZ,顺钠股份,3.23,-5.279,15235.5,2770,33,000533
300331.SZ,苏大维格,15.17,-5.069,15235.0,2771,33,300331
301007.SZ,德迈仕,11.14,-6.387,15233.0,2772,33,301007
001258.SZ,立新能源,5.86,-4.405,15232.5,2773,33,001258
301386.SZ,未来电器,19.68,-3.387,15231.0,2774,33,301386
300970.SZ,华绿生物,11.60,-7.863,15223.5,2775,33,300970
600821.SH,金开新能,5.50,-2.309,15222.5,2776,17,600821
000550.SZ,江铃汽车,23.95,-1.804,15215.0,2777,33,000550
601158.SH,重庆水务,4.98,-1.386,15213.0,2778,17,601158
002685.SZ,华东重机,2.26,-6.224,15211.5,2779,33,002685
603612.SH,索通发展,13.45,-2.253,15201.0,2780,17,603612
002295.SZ,精艺股份,5.20,-6.306,15185.0,2781,33,002295
300099.SZ,尤洛卡,4.40,-6.582,15184.0,2782,33,300099
600552.SH,凯盛科技,9.31,-2.615,15176.0,2783,17,600552
002216.SZ,三全食品,12.15,-0.735,15170.0,2784,33,002216
002479.SZ,富春环保,3.61,-2.432,15155.5,2785,33,002479
601399.SH,国机重装,2.83,-1.049,15146.0,2786,17,601399
601952.SH,苏垦农发,9.75,-2.108,15137.5,2787,17,601952
002626.SZ,金达威,13.67,-2.148,15131.0,2788,33,002626
600322.SH,津投城开,1.52,-3.798,15129.5,2789,17,600322
300718.SZ,长盛轴承,13.34,-5.857,15124.0,2790,33,300718
601828.SH,美凯龙,2.82,-4.730,15111.0,2791,17,601828
300333.SZ,兆日科技,3.55,-8.974,15107.5,2792,33,300333
688355.SH,明志科技,13.20,-4.070,15105.5,2793,17,688355
605305.SH,中际联合,27.00,-4.425,15097.0,2794,17,605305
603176.SH,汇通集团,3.67,-9.383,15093.0,2795,17,603176
000517.SZ,荣安地产,2.75,-2.482,15083.5,2796,33,000517
600079.SH,人福医药,19.13,-0.675,15080.5,2797,17,600079
300713.SZ,英可瑞,9.95,-7.356,15073.5,2798,33,300713
002022.SZ,科华生物,5.87,-6.380,15072.5,2799,33,002022
301533.SZ,威马农机,25.34,-5.094,15066.0,2800,33,301533
300909.SZ,汇创达,21.30,-3.751,15056.0,2801,33,300909
000795.SZ,英洛华,5.60,-2.609,15055.5,2802,33,000795
600281.SH,华阳新材,2.65,-6.360,15049.0,2803,17,600281
002234.SZ,民和股份,9.54,-3.049,15048.0,2804,33,002234
600712.SH,南宁百货,3.31,-4.335,15046.0,2805,17,600712
600613.SH,神奇制药,5.47,-5.527,15044.5,2806,17,600613
600639.SH,浦东金桥,10.83,-1.635,15040.0,2807,17,600639
301000.SZ,肇民科技,18.59,-3.679,15022.5,2808,33,301000
300191.SZ,潜能恒信,13.50,0.074,15014.5,2809,33,300191
603990.SH,麦迪科技,9.04,-5.439,15013.0,2810,17,603990
600248.SH,陕建股份,3.76,-1.571,15006.5,2811,17,600248
301077.SZ,星华新材,17.27,-7.350,14991.5,2812,33,301077
300224.SZ,正海磁材,9.61,-2.634,14989.5,2813,33,300224
301529.SZ,福赛科技,28.59,-4.381,14989.0,2814,33,301529
000501.SZ,武商集团,6.97,-3.862,14987.0,2815,33,000501
003010.SZ,若羽臣,14.89,-5.760,14985.0,2816,33,003010
600315.SH,上海家化,19.31,-2.029,14984.0,2817,17,600315
301199.SZ,迈赫股份,22.21,-5.247,14980.5,2818,33,301199
603439.SH,贵州三力,14.00,-2.575,14979.5,2819,17,603439
300540.SZ,蜀道装备,21.29,-5.209,14971.0,2820,33,300540
600935.SH,华塑股份,2.42,-4.348,14970.0,2821,17,600935
300173.SZ,福能东方,3.53,-5.362,14960.0,2822,33,300173
300687.SZ,赛意信息,14.42,-4.503,14956.0,2823,33,300687
600216.SH,浙江医药,9.71,-1.521,14954.5,2824,17,600216
300951.SZ,博硕科技,27.09,-2.519,14953.5,2825,33,300951
603588.SH,高能环境,6.96,-0.287,14946.0,2826,17,603588
300691.SZ,联合光电,14.22,-4.436,14942.0,2827,33,300691
301195.SZ,北路智控,30.65,-7.792,14930.5,2828,33,301195
300801.SZ,泰和科技,14.46,-2.953,14923.0,2829,33,300801
600664.SH,哈药股份,2.75,-2.827,14906.0,2830,17,600664
300050.SZ,世纪鼎利,2.48,-7.807,14902.0,2831,33,300050
603858.SH,步长制药,15.05,-1.505,14899.0,2832,17,603858
300420.SZ,五洋自控,2.06,-5.936,14896.0,2834,33,300420
301469.SZ,恒达新材,23.27,-4.787,14896.0,2833,33,301469
003038.SZ,鑫铂股份,15.72,-3.202,14887.0,2835,33,003038
000686.SZ,东北证券,6.22,-2.047,14886.5,2836,33,000686
002782.SZ,可立克,10.55,-3.477,14884.5,2837,33,002782
000922.SZ,佳电股份,13.18,-1.715,14882.0,2838,33,000922
600195.SH,中牧股份,8.27,-2.476,14878.5,2839,17,600195
600491.SH,龙元建设,2.37,-4.049,14872.0,2840,17,600491
002695.SZ,煌上煌,6.98,-4.775,14863.5,2841,33,002695
603583.SH,捷昌驱动,18.28,-3.383,14860.0,2842,17,603583
600815.SH,厦工股份,1.91,-4.975,14856.0,2843,17,600815
000410.SZ,沈阳机床,6.35,-2.458,14854.0,2844,33,000410
