股票代码,股票简称,业绩预告类型[20240630],业绩预告摘要[20240630]
002083.SZ,孚日股份,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润21700万元至22700万元;增长幅度为71.57%至79.48%,基本每股收益0.26元至0.28元;上年同期业绩:净利润12647.67万元,基本每股收益0.15元;"
603099.SH,长白山,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润2000万元至2300万元;增长幅度为63.27%至87.76%;上年同期业绩:净利润1225.00万元,基本每股收益0.05元;"
601136.SH,首创证券,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润45500.00万元至49500.00万元;增长幅度为65.44%至79.98%;上年同期业绩:净利润27503.06万元,基本每股收益0.10元;"
600117.SH,ST西钢,减亏,"预计2024-01-01到2024-06-30业绩：净利润-29400万元左右;增长幅度为72.20%左右;上年同期业绩:净利润-105718万元,基本每股收益-1.01元;"
003019.SZ,宸展光电,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润11749.55万元至13933.76万元;增长幅度为56.00%至85.00%,基本每股收益0.69元至0.82元;上年同期业绩:净利润7531.76万元,基本每股收益0.44元;"
603167.SH,渤海轮渡,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润9500万元至11400万元;增长幅度为52.50%至83.00%;上年同期业绩:净利润6229.53万元,基本每股收益0.13元;"
601966.SH,玲珑轮胎,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润85000万元至102000万元;增长幅度为52%至82%;上年同期业绩:净利润56100万元,基本每股收益0.38元;"
601198.SH,东兴证券,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润53000.00万元至63000.00万元;增长幅度为51.47%至80.05%;上年同期业绩:净利润34990.30万元,基本每股收益0.108元;"
002166.SZ,莱茵生物,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润5429.46万元至6515.36万元;增长幅度为50%至80%,基本每股收益0.0732元至0.0878元;上年同期业绩:净利润3619.64万元,基本每股收益0.05元;"
000712.SZ,锦龙股份,减亏,"预计2024-01-01到2024-06-30业绩：净利润-7290万元至-3790万元;增长幅度为52%至75%,基本每股收益-0.081元至-0.042元;上年同期业绩:净利润-15178.86万元,基本每股收益-0.169元;"
600575.SH,淮河能源,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润55512万元至59512万元;增长幅度为53.41%至64.47%;上年同期业绩:净利润36185万元,基本每股收益0.09元;"
600312.SH,平高电气,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润52000万元至54000万元;增长幅度为55.93%至61.93%;上年同期业绩:净利润33348万元,基本每股收益0.25元;"
600219.SH,南山铝业,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润197100.00万元至215100.00万元;增长幅度为50.11%至63.82%;上年同期业绩:净利润131300.00万元,基本每股收益0.11元;"
002608.SZ,江苏国信,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润170000万元至180000万元;增长幅度为51.68%至60.60%,基本每股收益0.4500元至0.4764元;上年同期业绩:净利润112077.92万元,基本每股收益0.2967元;"
600037.SH,歌华有线,减亏,"预计2024-01-01到2024-06-30业绩：净利润-5668.67万元至-3858.51万元;上年同期业绩:净利润-10655.31万元,基本每股收益-0.0766元;"
002067.SZ,景兴纸业,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润4578万元至5559万元;增长幅度为40%至70%,基本每股收益0.04元至0.05元;上年同期业绩:净利润3269.9678万元,基本每股收益0.03元;"
601698.SH,中国卫通,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润41100万元左右;增长幅度为54%左右;上年同期业绩:净利润26621.9871万元,基本每股收益0.0630元;"
601236.SH,红塔证券,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润44922.13万元左右;增长幅度为52.27%左右;上年同期业绩:净利润29502.21万元,基本每股收益0.06元;"
605166.SH,聚合顺,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润15207.78万元左右;增长幅度为51.70%左右;上年同期业绩:净利润10024.92万元,基本每股收益0.32元;"
603005.SH,晶方科技,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润10800万元至11700万元;增长幅度为40.97%至52.72%;上年同期业绩:净利润7661.14万元,基本每股收益0.12元;"
601899.SH,紫金矿业,预增,"预计2024-01-01到2024-06-30业绩：净利润1455000万元至1545000万元;增长幅度为41%至50%;上年同期业绩:净利润1030200万元,基本每股收益0.39元;"
002138.SZ,顺络电子,预增,"预计2024-01-01到2024-06-30业绩：净利润36600万元至37600万元;增长幅度为43%至47%,基本每股收益0.46元至0.48元;上年同期业绩:净利润25587.25万元,基本每股收益0.32元;"
600399.SH,抚顺特钢,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润21500.00万元至24000.00万元;增长幅度为36.83%至52.74%;上年同期业绩:净利润15712.72万元,基本每股收益0.08元;"
600032.SH,浙江新能,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润40000万元至46000万元;增长幅度为34.37%至54.52%;上年同期业绩:净利润29768.67万元,基本每股收益0.1360元;"
002126.SZ,银轮股份,预增,"预计2024-01-01到2024-06-30业绩：净利润40000万元至42000万元;增长幅度为40.12%至47.12%,基本每股收益0.49元至0.52元;上年同期业绩:净利润28547.48万元,基本每股收益0.36元;"
603031.SH,安孚科技,大幅上升,"预计2024-01-01到2024-06-30业绩：净利润8500万元至10000万元;增长幅度为30.25%至53.23%;上年同期业绩:净利润6526万元,基本每股收益0.58元;"
600791.SH,京能置业,减亏,"预计2024-01-01到2024-06-30业绩：净利润-7000万元至-5000万元;上年同期业绩:净利润-10195.30万元,基本每股收益-0.23元;"
600720.SH,中交设计,预增,预计2024-01-01到2024-06-30业绩：净利润62000万元至64000万元;增长幅度为33.16%至37.46%;上年同期业绩:净利润46560.37万元;
603711.SH,香飘飘,减亏,"预计2024-01-01到2024-06-30业绩：净利润-2900万元左右;上年同期业绩:净利润-4404.26万元,基本每股收益-0.11元;"
002280.SZ,ST联络,减亏,"预计2024-01-01到2024-06-30业绩：净利润-38000万元至-26000万元;增长幅度为20.54%至45.63%,基本每股收益-0.17元至-0.12元;上年同期业绩:净利润-47824.83万元,基本每股收益-0.22元;"
605377.SH,华旺科技,预增,"预计2024-01-01到2024-06-30业绩：净利润29500.00万元至31000.00万元;增长幅度为25.03%至31.38%;上年同期业绩:净利润23594.82万元,基本每股收益0.51元;"
000010.SZ,美丽生态,减亏,"预计2024-01-01到2024-06-30业绩：净利润-10000.00万元至-7000.00万元;增长幅度为13.37%至39.36%,基本每股收益-0.0870元至-0.0609元;上年同期业绩:净利润-11543.08万元,基本每股收益-0.1090元;"
002742.SZ,ST三圣,减亏,预计2024-01-01到2024-06-30业绩：净利润-8000万元至-6500万元;上年同期业绩:净利润-9752.04万元;
002472.SZ,双环传动,预增,"预计2024-01-01到2024-06-30业绩：净利润45000万元至47000万元;增长幅度为22.08%至27.51%,基本每股收益0.53元至0.55元;上年同期业绩:净利润36859.74万元,基本每股收益0.44元;"
002429.SZ,兆驰股份,预增,"预计2024-01-01到2024-06-30业绩：净利润89000万元至93000万元;增长幅度为21.21%至26.66%,基本每股收益0.20元至0.21元;上年同期业绩:净利润73426.68万元,基本每股收益0.16元;"
002805.SZ,丰元股份,减亏,"预计2024-01-01到2024-06-30业绩：净利润-9800万元至-8000万元,基本每股收益-0.35元至-0.29元;上年同期业绩:净利润-10686.74万元,基本每股收益-0.38元;"
002819.SZ,东方中科,减亏,"预计2024-01-01到2024-06-30业绩：净利润-5500万元至-4800万元;增长幅度为8.72%至20.34%,基本每股收益-0.1845元至-0.1610元;上年同期业绩:净利润-6025.73万元,基本每股收益-0.1971元;"
600595.SH,中孚实业,预增,"预计2024-01-01到2024-06-30业绩：净利润43000.0万元至45000万元;增长幅度为3.86%至8.70%;上年同期业绩:净利润41399.97万元,基本每股收益0.10元;"
002621.SZ,*ST美吉,续亏,"预计2024-01-01到2024-06-30业绩：净利润-9000万元至-6000万元,基本每股收益-0.10元至-0.07元;上年同期业绩:净利润-7421.88万元,基本每股收益-0.09元;"
603978.SH,深圳新星,增亏,"预计2024-01-01到2024-06-30业绩：净利润-6500万元至-5500万元;上年同期业绩:净利润-4903.32万元,基本每股收益-0.30元;"
600844.SH,丹化科技,增亏,"预计2024-01-01到2024-06-30业绩：净利润-11179.95万元左右;上年同期业绩:净利润-8714.51万元,基本每股收益-0.0857元;"
000721.SZ,西安饮食,增亏,"预计2024-01-01到2024-06-30业绩：净利润-6500万元至-5450万元,基本每股收益-0.1133元至-0.0950元;上年同期业绩:净利润-4604.69万元,基本每股收益-0.0802元;"
001225.SZ,和泰机电,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润2640万元至3410万元;下降幅度为54.87%至41.71%,基本每股收益0.41元至0.53元;上年同期业绩:净利润5849.57万元,基本每股收益0.99元;"
002109.SZ,兴化股份,增亏,"预计2024-01-01到2024-06-30业绩：净利润-29000万元至-22000万元;下降幅度为72.26%至30.68%,基本每股收益-0.2272元至-0.1724元;上年同期业绩:净利润-16835.18万元,基本每股收益-0.1599元;"
002233.SZ,塔牌集团,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润21858.66万元至24287.40万元;下降幅度为55%至50%,基本每股收益0.19元至0.21元;上年同期业绩:净利润48574.81万元,基本每股收益0.42元;"
000950.SZ,重药控股,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润22000万元至26000万元;下降幅度为57.17%至49.38%,基本每股收益0.13元至0.15元;上年同期业绩:净利润51366.13万元,基本每股收益0.29元;"
603109.SH,神驰机电,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润6128万元左右;下降幅度为53.41%左右;上年同期业绩:净利润13153.06万元,基本每股收益0.6321元;"
600176.SH,中国巨石,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润82521.39万元至103151.73万元;下降幅度为60%至50%;上年同期业绩:净利润206303.46万元,基本每股收益0.5154元;"
002651.SZ,利君股份,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润6500万元至9200万元;下降幅度为65%至50.47%,基本每股收益0.06元至0.09元;上年同期业绩:净利润18574万元,基本每股收益0.18元;"
000519.SZ,中兵红箭,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润3700万元至5200万元;下降幅度为64.87%至50.62%,基本每股收益0.0266元至0.0373元;上年同期业绩:净利润10531万元,基本每股收益0.0756元;"
603070.SH,万控智造,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润3200.00万元至3800.00万元;下降幅度为62.28%至55.21%;上年同期业绩:净利润8484.37万元,基本每股收益0.21元;"
603696.SH,安记食品,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润795.47万元至895.47万元;下降幅度为61.46%至56.62%;上年同期业绩:净利润2064.07万元,基本每股收益0.09元;"
600826.SH,兰生股份,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润7500万元左右;下降幅度为61%左右;上年同期业绩:净利润19299.49万元,基本每股收益0.36元;"
000570.SZ,苏常柴A,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润4500万元至5500万元;下降幅度为65.89%至58.31%,基本每股收益0.0638元至0.0779元;上年同期业绩:净利润13193.73万元,基本每股收益0.1870元;"
002177.SZ,御银股份,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润900.00万元至1350.00万元;下降幅度为71.20%至56.80%,基本每股收益0.0118元至0.0177元;上年同期业绩:净利润3125.21万元,基本每股收益0.0411元;"
600449.SH,宁夏建材,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润4600万元至6000万元;下降幅度为69.64%至60.40%;上年同期业绩:净利润15153.12万元,基本每股收益0.32元;"
600063.SH,皖维高新,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润10000万元至14000万元;下降幅度为71.16%至59.63%;上年同期业绩:净利润34678.43万元,基本每股收益0.159元;"
600751.SH,海航科技,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润9000万元至10800万元;下降幅度为68.61%至62.33%;上年同期业绩:净利润28667.00万元,基本每股收益0.10元;"
603101.SH,汇嘉时代,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润4030万元至4500万元;下降幅度为67.93%至64.19%;上年同期业绩:净利润12565.53万元,基本每股收益0.2671元;"
002458.SZ,益生股份,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润17000.00万元至20000.00万元;下降幅度为69.91%至64.60%,基本每股收益0.15元至0.18元;上年同期业绩:净利润56491.77万元,基本每股收益0.57元;"
002080.SZ,中材科技,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润38000万元至51000万元;下降幅度为72.73%至63.39%,基本每股收益0.2264元至0.3039元;上年同期业绩:净利润139323.65万元,基本每股收益0.8302元;"
000637.SZ,茂化实华,增亏,"预计2024-01-01到2024-06-30业绩：净利润-9500万元至-8000万元;下降幅度为84.28%至55.18%,基本每股收益-0.183元至-0.154元;上年同期业绩:净利润-5155.27万元,基本每股收益-0.099元;"
002077.SZ,大港股份,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润2500万元至3200万元;下降幅度为74.44%至67.29%,基本每股收益0.0431元至0.0551元;上年同期业绩:净利润9782.30万元,基本每股收益0.1686元;"
600638.SH,新黄浦,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润2100万元左右;下降幅度为71%左右;上年同期业绩:净利润7243万元,基本每股收益0.1076元;"
002985.SZ,北摩高科,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润6214.95万元至7955.14万元;下降幅度为75.00%至68.00%,基本每股收益0.19元至0.24元;上年同期业绩:净利润24859.80万元,基本每股收益0.75元;"
000733.SZ,振华科技,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润40000万元至45000万元;下降幅度为73.86%至70.59%,基本每股收益0.7218元至0.8120元;上年同期业绩:净利润153022万元,基本每股收益2.9404元;"
002012.SZ,凯恩股份,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润1300万元至1700万元;下降幅度为78.85%至72.34%,基本每股收益0.03元至0.04元;上年同期业绩:净利润6145.82万元,基本每股收益0.13元;"
002574.SZ,明牌珠宝,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润1200万元至1800万元;下降幅度为82.33%至73.50%,基本每股收益0.027元至0.034元;上年同期业绩:净利润6791.45万元,基本每股收益0.13元;"
001322.SZ,箭牌家居,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润3000万元至4000万元;下降幅度为82.49%至76.65%,基本每股收益0.0311元至0.0415元;上年同期业绩:净利润17129.19万元,基本每股收益0.1774元;"
002258.SZ,利尔化学,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润9000万元至9500万元;下降幅度为81.24%至80.20%,基本每股收益0.1124元至0.1187元;上年同期业绩:净利润47968.99万元,基本每股收益0.5993元;"
000048.SZ,京基智农,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润20000万元至26000万元;下降幅度为84.43%至79.76%,基本每股收益0.3822元至0.4969元;上年同期业绩:净利润128469.02万元,基本每股收益2.4553元;"
002746.SZ,仙坛股份,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润2600.00万元至3400.00万元;下降幅度为87.21%至83.27%,基本每股收益0.0302元至0.0395元;上年同期业绩:净利润20327.72万元,基本每股收益0.24元;"
600118.SH,中国卫星,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润690万元至1020万元;下降幅度为95.05%至92.69%;上年同期业绩:净利润13944万元,基本每股收益0.12元;"
002728.SZ,特一药业,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润230万元至320万元;下降幅度为98.49%至97.90%,基本每股收益0.005元至0.006元;上年同期业绩:净利润15212.51万元,基本每股收益0.336元;"
002162.SZ,悦心健康,大幅下降,"预计2024-01-01到2024-06-30业绩：净利润200万元至300万元;下降幅度为98.81%至98.22%,基本每股收益0.0022元至0.0032元;上年同期业绩:净利润16854.50万元,基本每股收益0.1819元;"
002762.SZ,金发拉比,不确定,"预计2024-01-01到2024-06-30业绩：净利润-300万元至300万元;下降幅度为139.62%至60.38%,基本每股收益-0.01元至0.01元;上年同期业绩:净利润757.26万元,基本每股收益0.02元;"
000627.SZ,天茂集团,增亏,"预计2024-01-01到2024-06-30业绩：净利润-42000.00万元至-33000万元;下降幅度为124%至76%,基本每股收益-0.085元至-0.067元;上年同期业绩:净利润-18739.67万元,基本每股收益-0.038元;"
603333.SH,尚纬股份,预亏,"预计2024-01-01到2024-06-30业绩：净利润-300万元至-100万元;上年同期业绩:净利润2360万元,基本每股收益0.04元;"
600857.SH,宁波中百,预亏,"预计2024-01-01到2024-06-30业绩：净利润-1800万元左右;下降幅度为118%左右;上年同期业绩:净利润10407.11万元,基本每股收益0.464元;"
002279.SZ,久其软件,增亏,"预计2024-01-01到2024-06-30业绩：净利润-16500万元至-13500万元,基本每股收益-0.1907元至-0.1561元;上年同期业绩:净利润-6833.02万元,基本每股收益-0.0789元;"
002638.SZ,勤上股份,预亏,"预计2024-01-01到2024-06-30业绩：净利润-3700万元至-2700万元;下降幅度为142.66%至131.13%,基本每股收益-0.0258元至-0.0188元;上年同期业绩:净利润8672.94万元,基本每股收益0.0595元;"
600716.SH,凤凰股份,预亏,"预计2024-01-01到2024-06-30业绩：净利润-1500.00万元至-1000.00万元;上年同期业绩:净利润3278.74万元,基本每股收益0.0350元;"
002718.SZ,友邦吊顶,预亏,"预计2024-01-01到2024-06-30业绩：净利润-3000万元至-2100万元,基本每股收益-0.23元至-0.16元;上年同期业绩:净利润5896.08万元,基本每股收益0.45元;"
600590.SH,泰豪科技,预亏,"预计2024-01-01到2024-06-30业绩：净利润-8000万元至-5500万元;上年同期业绩:净利润15065.01万元,基本每股收益0.1766元;"
003042.SZ,中农联合,增亏,"预计2024-01-01到2024-06-30业绩：净利润-3600万元至-2900万元,基本每股收益-0.25元至-0.20元;上年同期业绩:净利润-1183.91万元,基本每股收益-0.08元;"
